source,target,length
2574,3520,4.328616
3520,2574,4.328616
1574,3185,5.559012
3520,4054,1.500605
4054,3185,3.538571
2665,4054,5.736014
4054,2665,5.736014
2665,1161,3.305171
4054,3520,1.500605
3185,4054,3.538571
4870,400,6.450639
1076,4870,6.094540
2064,400,2.345712
400,4870,6.450639
4870,2808,2.145385
3929,2064,1.434036
1161,2696,2.561419
2808,4870,2.145385
4870,1076,6.094540
1076,2808,5.206128
2696,3929,1.493301
2808,2136,5.786107
2121,1790,3.770932
2136,2808,5.786107
2808,1076,5.206128
123,2136,2.404352
2305,2136,2.558756
2136,123,2.404352
123,2305,0.193550
2136,2305,2.558756
2305,123,0.193550
1474,4888,2.074566
2121,4278,2.200168
4278,2121,2.200168
4278,4426,3.702035
2026,4278,2.776624
2026,4426,1.521700
4426,4278,3.702035
4278,2026,2.776624
766,2026,1.263804
766,4426,1.796503
4426,2026,1.521700
2026,766,1.263804
2009,4426,2.303817
4426,766,1.796503
766,2009,1.831168
666,2009,3.404601
2009,766,1.831168
766,666,3.867654
3473,4885,2.934649
4885,666,3.601729
4885,3473,2.934649
666,766,3.867654
3473,4888,2.090817
4888,1474,2.074566
1474,3473,3.954801
3473,1474,3.954801
4888,3473,2.090817
3061,3686,3.511882
3686,1326,3.054139
3628,1326,1.261827
1326,3686,3.054139
3686,3628,3.307123
2679,1326,3.078090
1326,3628,1.261827
3628,2679,2.255492
2679,4878,4.136438
1326,2679,3.078090
4707,2679,3.683588
2679,3628,2.255492
3628,4707,3.571680
4707,3628,3.571680
3628,3686,3.307123
3686,4728,1.896899
4283,2679,2.139872
2679,4707,3.683588
4707,4283,3.649951
2635,4283,1.814358
4283,1322,4.154785
1322,2635,2.688979
2635,2679,1.619179
2679,4283,2.139872
4283,2635,1.814358
2635,4878,3.087749
4878,2679,4.136438
2679,2635,1.619179
2635,1322,2.688979
1322,4878,1.531835
4878,2635,3.087749
1322,4283,4.154785
4607,1406,3.433854
1406,1261,4.705624
1261,4607,2.348987
3049,1406,2.890791
1406,4607,3.433854
4607,3049,2.938144
3049,819,2.630115
819,4498,2.744098
4498,3049,2.304618
3049,4607,2.938144
4607,819,4.589672
819,3049,2.630115
2340,1322,3.333922
1406,2340,1.960399
2340,3049,3.178077
3049,4498,2.304618
4498,2340,3.314080
2340,1406,1.960399
1406,3049,2.890791
3049,2340,3.178077
1568,1322,1.928149
1322,2340,3.333922
2340,1568,2.366526
1568,4878,2.584589
4878,1322,1.531835
1322,1568,1.928149
1836,2340,4.174832
2340,4498,3.314080
4498,1836,2.285035
3808,2340,4.344974
2340,1836,4.174832
1836,3808,1.265706
3808,1568,3.391215
1568,2340,2.366526
2340,3808,4.344974
2009,666,3.404601
666,3808,5.662541
402,3808,2.273430
3808,666,5.662541
666,402,6.072603
402,666,6.072603
666,4885,3.601729
402,1568,1.762237
1568,3808,3.391215
3808,402,2.273430
402,4878,3.085047
4878,1568,2.584589
1568,402,1.762237
4878,402,3.085047
1836,4498,2.285035
4498,764,4.420372
764,4498,4.420372
4498,819,2.744098
819,764,4.105455
2675,764,3.707696
764,819,4.105455
1587,2675,3.470564
1587,655,3.404350
655,2675,1.741756
2675,1587,3.470564
819,3123,5.312019
3123,819,5.312019
819,4607,4.589672
4607,3123,2.946855
3123,4607,2.946855
4607,1261,2.348987
1261,3123,3.440766
1450,1587,6.073625
3123,1450,3.388708
1587,1450,6.073625
2582,4369,1.469773
4369,1651,2.948583
2457,4369,2.913800
4369,2582,1.469773
2582,2457,2.557711
455,4369,3.825685
4369,2457,2.913800
2457,455,4.823236
455,1651,2.888587
1651,4369,2.948583
4369,455,3.825685
4766,455,3.471177
455,2159,0.852033
2159,4766,2.740895
1651,455,2.888587
455,4766,3.471177
4766,3170,4.700891
3170,3692,3.647263
3692,1315,3.646239
1315,3832,2.116336
3832,3692,4.307961
3692,3170,3.647263
3170,1315,1.993865
1315,3692,3.646239
3692,1765,1.495562
1765,1587,5.725536
1765,655,3.271939
655,1587,3.404350
1587,1765,5.725536
1350,655,4.286879
655,1765,3.271939
1765,1350,2.676745
1350,1765,2.676745
1765,3692,1.495562
3692,1350,3.065310
1350,3692,3.065310
3692,3832,4.307961
605,655,4.326014
655,1350,4.286879
605,2675,3.784059
2675,655,1.741756
655,605,4.326014
605,764,2.666655
764,2675,3.707696
2675,605,3.784059
457,764,3.627953
764,605,2.666655
605,457,2.510674
3808,1836,1.265706
764,457,3.627953
1350,2567,4.341441
2567,1350,4.341441
1036,605,5.545402
2567,1036,2.505698
1036,457,4.472640
457,605,2.510674
605,1036,5.545402
1036,2567,2.505698
2567,2110,1.832047
2110,1036,2.811245
3085,1036,2.744303
1036,2110,2.811245
457,3085,5.644443
4426,2009,2.303817
3085,457,5.644443
457,1036,4.472640
1036,3085,2.744303
2110,2489,1.247921
2489,1574,4.895208
2489,2078,5.076601
1574,2489,4.895208
2432,2078,3.133766
2078,2489,5.076601
2489,2567,3.034254
2489,2110,1.247921
2110,2567,1.832047
2567,2489,3.034254
3474,2432,2.201156
2751,3832,2.663002
3832,1315,2.116336
1315,2751,4.052540
3832,2751,2.663002
501,432,1.612264
598,501,3.108098
2283,3474,2.766168
2751,4556,3.006616
4556,598,1.486763
2011,598,1.133708
598,4556,1.486763
4556,2011,1.491626
2011,501,3.623637
501,598,3.108098
598,2011,1.133708
501,2011,3.623637
1306,4350,4.241641
1989,1306,1.559583
4175,1989,3.323286
3487,864,3.385243
864,1989,5.916133
1989,4175,3.323286
284,2011,2.799710
2011,4556,1.491626
4556,284,1.749802
284,1315,3.919279
1315,3170,1.993865
3170,284,4.915414
284,4556,1.749802
4556,2751,3.006616
2751,284,3.280418
284,2751,3.280418
2751,1315,4.052540
1315,284,3.919279
2967,284,5.160743
284,3170,4.915414
3170,2967,3.580256
2011,284,2.799710
284,2967,5.160743
2967,4766,3.725109
4766,2697,3.521224
2697,2967,0.409141
2967,3170,3.580256
3170,4766,4.700891
4766,2967,3.725109
2967,2697,0.409141
4220,1086,3.598129
1086,1373,2.362607
1373,4220,3.676346
4220,4766,4.081269
4766,2159,2.740895
4220,4133,4.161153
2697,4220,5.505880
4220,2697,5.505880
2697,4766,3.521224
4766,4220,4.081269
4220,1373,3.676346
1373,4133,0.810970
4133,4220,4.161153
614,4220,3.198911
2159,614,3.947684
614,2159,3.947684
2159,455,0.852033
455,614,4.047294
614,455,4.047294
455,2457,4.823236
2457,614,4.187868
694,4220,3.776885
4220,614,3.198911
694,1086,2.989916
1086,4220,3.598129
4220,694,3.776885
1086,694,2.989916
3182,3630,2.966758
3630,2460,1.218871
2460,3182,2.323184
1373,1086,2.362607
11,1979,2.726407
3630,3182,2.966758
1979,11,2.726407
4133,1373,0.810970
1425,3487,1.154938
1979,1425,4.729566
1425,864,3.258995
864,3487,3.385243
3487,1425,1.154938
1236,864,2.561588
864,1425,3.258995
1425,1236,1.617647
1236,1425,1.617647
1425,1979,4.729566
1979,1236,4.510994
381,864,2.195307
864,1236,2.561588
1236,381,0.733574
864,381,2.195307
381,1236,0.733574
1236,1979,4.510994
1979,381,4.915708
381,1979,4.915708
3182,3782,2.246552
3782,3182,2.246552
3182,2460,2.323184
2460,3782,1.697468
4198,3885,2.209077
2876,225,2.924144
225,4405,0.484850
4405,2876,2.896096
225,2876,2.924144
2876,542,5.313916
542,2250,6.021697
3835,2250,2.895171
2250,2541,2.605967
2541,3835,1.458713
2198,3835,2.009709
3835,1931,2.649977
1931,2198,1.476837
2198,2250,2.862006
2250,3835,2.895171
3835,2198,2.009709
2250,2198,2.862006
1989,864,5.916133
1537,1306,3.169905
1306,1989,1.559583
1895,1306,2.883765
1306,1537,3.169905
1537,1895,0.880637
4350,1306,4.241641
1306,1895,2.883765
1895,3082,2.123313
3082,1895,2.123313
1895,1537,0.880637
1537,3082,2.640331
885,3082,3.901646
1298,885,0.345270
1805,4033,3.313125
4033,1298,3.120188
1298,1805,1.733497
1247,1805,0.197378
1805,1298,1.733497
1298,1247,1.859426
1247,1298,1.859426
3082,1537,2.640331
4098,1247,2.472783
4098,4033,5.389921
4033,1805,3.313125
1805,4098,2.632287
4098,2198,4.421642
2198,1931,1.476837
1931,4098,3.179841
2198,4098,4.421642
4098,1805,2.632287
1805,1247,0.197378
1247,4098,2.472783
4098,1931,3.179841
1931,2522,5.009944
2522,1931,5.009944
1931,3835,2.649977
3835,2522,5.325815
2522,3556,1.413007
4033,4098,5.389921
3556,1932,1.563969
1557,1298,2.218404
1298,4033,3.120188
4033,1557,2.087767
1557,885,2.150974
885,1298,0.345270
1298,1557,2.218404
4552,2775,1.730427
2775,3781,1.567396
3781,4552,1.374359
1932,2775,5.866748
2775,4552,1.730427
1557,4033,2.087767
4552,3781,1.374359
1499,1083,0.973436
1083,3920,1.576703
3920,1499,0.785326
1499,3920,0.785326
3920,2733,2.799216
2733,1499,2.665850
1499,772,2.517927
772,1083,2.134433
1083,1499,0.973436
1499,2733,2.665850
2733,772,3.512443
772,1499,2.517927
905,3920,3.412429
3920,1083,1.576703
1083,905,3.795055
2733,3920,2.799216
3920,3515,3.564391
3515,3920,3.564391
3920,905,3.412429
905,3515,3.850871
3515,2106,2.025601
2106,1557,4.048393
2106,885,5.215105
885,1557,2.150974
1557,2106,4.048393
3082,4796,6.032669
885,2106,5.215105
2106,4796,3.300515
4796,3082,6.032669
3082,885,3.901646
4796,2106,3.300515
2106,3515,2.025601
3515,4796,3.671338
4796,3515,3.671338
3515,905,3.850871
905,4796,5.887207
4827,4796,3.424765
4796,905,5.887207
905,4827,5.190110
4827,4350,3.939985
4796,4827,3.424765
3777,432,3.773390
432,501,1.612264
4381,2283,2.712795
432,4381,2.270133
2850,4381,0.223574
4381,432,2.270133
432,2850,2.374862
2850,432,2.374862
432,3777,3.773390
2850,2283,2.785615
2283,4381,2.712795
4381,2850,0.223574
1674,3777,5.747415
3777,3326,5.936667
3326,1674,1.447334
1674,2850,5.470297
3777,1674,5.747415
2283,2850,2.785615
2850,1674,5.470297
1674,3326,1.447334
3326,4139,2.232894
4139,1674,1.913951
2013,587,5.145555
587,2283,2.289521
2283,2013,4.935987
2013,75,2.893078
75,587,4.782014
587,2013,5.145555
2013,2283,4.935987
1674,4139,1.913951
4139,3326,2.232894
1978,517,5.694467
4827,905,5.190110
517,1978,5.694467
3326,517,3.333959
517,3326,3.333959
3326,3777,5.936667
3777,517,5.267712
517,3777,5.267712
4350,4827,3.939985
1978,2232,2.244713
2232,3302,3.055941
1102,2013,5.711665
1102,4130,4.428676
4130,2046,4.308343
2046,1102,2.265522
75,2013,2.893078
2013,1102,5.711665
1102,2046,2.265522
2046,75,5.353458
1016,1102,4.381406
1016,4130,3.296331
4130,1102,4.428676
1102,1016,4.381406
3263,1016,2.377368
3302,3263,4.946561
1128,1016,3.340434
1016,3263,2.377368
3263,1128,2.820121
1128,4130,3.855379
4130,1016,3.296331
1016,1128,3.340434
1128,3639,2.881083
3639,4130,5.134421
4130,1128,3.855379
220,1128,1.351884
1128,3263,2.820121
3263,220,3.625003
220,3639,2.199392
3639,1128,2.881083
1128,220,1.351884
220,3263,3.625003
3263,4825,4.590212
3302,2232,3.055941
1709,4825,2.176051
4825,3263,4.590212
3263,3302,4.946561
1594,3360,3.805632
3360,1709,3.492961
1080,3360,2.914745
3360,1594,3.805632
1594,1080,1.850273
4951,4122,0.989114
4122,4926,5.654234
4926,4951,5.546705
4951,4926,5.546705
1080,1594,1.850273
4683,4122,3.644279
4122,4951,0.989114
4951,4683,3.253664
2232,1978,2.244713
1083,772,2.134433
905,1083,3.795055
4683,4951,3.253664
158,2733,6.671674
2748,158,3.013025
158,772,3.683962
772,2733,3.512443
2733,158,6.671674
772,158,3.683962
4122,4683,3.644279
4926,4122,5.654234
4410,158,4.119496
158,2748,3.013025
2748,4410,3.356411
158,4410,4.119496
1239,4410,3.523100
4410,2748,3.356411
2748,1239,4.817453
4410,1239,3.523100
1239,4623,3.244841
2191,4623,1.668238
4623,1239,3.244841
1239,2191,4.164786
4623,3241,3.149546
3241,2191,3.872480
2191,2952,3.698422
3241,4623,3.149546
4623,2191,1.668238
2191,3241,3.872480
3241,3800,4.211209
1637,4926,1.507715
3634,4926,1.273008
4926,1637,1.507715
1637,3634,0.808435
3210,3634,2.793124
3634,1637,0.808435
1637,3210,2.971405
3210,1637,2.971405
2540,3634,4.230311
3634,3210,2.793124
3210,2540,1.787103
356,2540,0.782595
2540,3210,1.787103
3210,356,2.350382
1832,771,1.753948
771,3800,2.817501
3800,1832,2.295639
3800,771,2.817501
771,4291,2.035149
4291,3210,3.558663
4291,356,2.914275
356,3210,2.350382
3210,4291,3.558663
2593,356,1.661528
356,4291,2.914275
4291,2593,3.436119
3988,4291,5.483248
4291,771,2.035149
771,3988,4.140042
3988,771,4.140042
771,1832,1.753948
1832,3988,3.523650
1832,3800,2.295639
3800,4128,4.302550
3988,1832,3.523650
1418,4128,0.540844
4128,3800,4.302550
3800,1418,4.292905
3960,2952,3.246011
2952,1424,2.383869
1424,3960,2.120361
2952,3960,3.246011
3800,3241,4.211209
3960,1418,2.635757
1418,3800,4.292905
2928,3960,1.447540
3960,1424,2.120361
1424,2928,1.244148
2256,2928,2.713712
2928,1424,1.244148
1424,2256,3.802141
3147,2928,2.726056
2928,2256,2.713712
2256,3147,0.857641
3147,3960,3.152232
3960,2928,1.447540
2928,3147,2.726056
3147,1418,2.242602
1418,3960,2.635757
3960,3147,3.152232
186,3147,0.414279
3147,2256,0.857641
2256,186,1.139644
186,1418,2.163171
1418,3147,2.242602
3147,186,0.414279
186,4128,2.346991
4128,1418,0.540844
1418,186,2.163171
4967,449,3.611893
31,3723,1.405140
449,4967,3.611893
3483,85,2.485972
3290,2856,1.383084
2856,3988,3.687121
3988,3290,2.850368
3290,85,2.982489
85,2856,2.157723
2856,3290,1.383084
85,3290,2.982489
3290,3988,2.850368
3988,2856,3.687121
2856,3527,3.671252
4291,3988,5.483248
3527,2856,3.671252
2856,85,2.157723
85,3527,4.713445
3527,85,4.713445
85,3483,2.485972
3483,3527,5.746622
3527,2593,6.473277
2593,4291,3.436119
201,452,4.119260
4455,201,0.648033
3527,3483,5.746622
3705,4455,4.269388
4455,92,5.695171
92,3705,2.035650
3705,201,4.220849
201,4455,0.648033
4455,3705,4.269388
2130,3705,3.617497
3705,92,2.035650
4288,4192,1.403854
4192,4842,0.559897
4842,4288,1.116349
1250,3682,1.114280
3682,433,3.199400
433,1250,2.726834
1250,4288,1.621578
4288,3682,1.668462
3682,1250,1.114280
1250,4192,2.497651
4192,4288,1.403854
4288,1250,1.621578
3956,433,0.743590
3933,2130,5.453573
2130,3956,2.044101
3933,3705,4.863241
3705,2130,3.617497
2130,3933,5.453573
433,3682,3.199400
3682,3933,3.325269
201,3705,4.220849
3705,3933,4.863241
3933,452,3.283358
452,201,4.119260
2306,3682,2.213210
3682,4288,1.668462
4288,2306,3.040863
2306,3933,2.440876
3933,3682,3.325269
3682,2306,2.213210
452,3933,3.283358
3933,2306,2.440876
1330,4842,3.597571
4842,4192,0.559897
4192,1330,3.935389
1330,4288,4.363658
4288,4842,1.116349
4842,1330,3.597571
1327,4288,5.356833
4288,1330,4.363658
1330,1327,1.463403
2306,4288,3.040863
4288,1327,5.356833
3387,1327,1.303313
1327,1330,1.463403
1330,3387,2.264371
2593,3527,6.473277
4360,2593,3.802517
2122,4360,4.280263
4360,356,3.452632
356,2593,1.661528
2593,4360,3.802517
4360,2540,3.092074
2540,356,0.782595
356,4360,3.452632
4926,3634,1.273008
4360,1080,6.306114
3634,2540,4.230311
2540,4360,3.092074
3930,1080,3.598197
1080,4360,6.306114
4360,3930,3.676051
23,1080,3.394621
1080,3930,3.598197
3930,23,0.293316
23,3360,1.717907
3360,1080,2.914745
1080,23,3.394621
4324,3930,1.916315
3930,4360,3.676051
4360,4324,3.353157
4324,4360,3.353157
4360,2122,4.280263
2122,4324,3.928406
4324,23,2.118242
23,3930,0.293316
3930,4324,1.916315
873,1709,3.798783
1709,3360,3.492961
3360,873,1.711459
873,4825,3.363367
4825,1709,2.176051
1709,873,3.798783
873,23,2.388744
23,4324,2.118242
4324,873,2.885290
873,3360,1.711459
3360,23,1.717907
23,873,2.388744
622,4825,2.782011
4825,873,3.363367
873,622,1.773577
273,4825,2.853824
4825,622,2.782011
622,273,2.032431
4825,273,2.853824
273,762,1.295652
3403,762,2.203299
762,273,1.295652
273,3403,2.320179
4324,2122,3.928406
3403,1631,0.812823
1631,622,1.272059
622,873,1.773577
873,1631,2.763207
1631,873,2.763207
873,4324,2.885290
1631,3403,0.812823
3403,273,2.320179
273,1631,1.935947
1631,273,1.935947
273,622,2.032431
622,1631,1.272059
3513,762,3.188493
762,3403,2.203299
3403,3513,2.875486
3513,3403,2.875486
3932,762,3.228518
762,3513,3.188493
3513,3932,1.980216
2573,3513,1.442820
2989,2573,0.798607
1327,2989,5.502177
2989,1327,5.502177
1327,3387,1.303313
3387,2989,4.999737
2989,3513,1.735567
3513,2573,1.442820
2573,2989,0.798607
2989,3932,1.572824
3932,3513,1.980216
3513,2989,1.735567
1347,2989,2.976249
2989,3387,4.999737
3387,1347,4.681218
1347,3932,2.519330
3932,2989,1.572824
2989,1347,2.976249
1929,2905,4.453119
2905,3639,1.828946
3639,1929,3.701900
762,3932,3.228518
3932,1929,4.315924
1929,220,4.838319
1929,3639,3.701900
3639,220,2.199392
220,1929,4.838319
2038,1347,3.369573
1347,3387,4.681218
1005,2905,2.751273
1117,1005,3.018599
2905,1929,4.453119
1929,1329,3.992013
2105,1329,2.940242
1329,1929,3.992013
1929,2105,3.074621
2105,1929,3.074621
1929,3932,4.315924
3932,2105,2.754755
2105,3932,2.754755
3932,1347,2.519330
1347,2105,0.979476
2105,2038,2.921031
2038,1329,0.336775
1329,2105,2.940242
2105,1347,0.979476
1347,2038,3.369573
2038,2105,2.921031
3384,4961,2.037943
2442,4961,1.427818
4961,3384,2.037943
3384,2442,3.273347
4961,2442,1.427818
1329,2038,0.336775
2442,3384,3.273347
951,4722,2.090126
4722,2453,2.123821
2453,951,0.439869
2005,4722,1.268167
4722,951,2.090126
951,2005,1.437683
4722,2005,1.268167
1216,1117,2.070768
2726,4171,4.396540
2005,2726,4.260196
2726,2005,4.260196
2005,951,1.437683
951,2726,3.564953
1471,2726,3.466313
2726,951,3.564953
951,1471,3.169139
1471,951,3.169139
951,2453,0.439869
2453,1471,3.003923
1471,4171,5.620117
4171,2726,4.396540
2726,1471,3.466313
4171,1471,5.620117
656,2453,3.104777
2453,4722,2.123821
656,1471,3.226106
1471,2453,3.003923
2453,656,3.104777
3992,2671,2.318628
1471,656,3.226106
2671,1824,4.086551
1824,2671,4.086551
1686,385,6.507105
1686,1056,4.341714
1056,385,2.823012
385,1686,6.507105
4716,1056,4.511368
1056,1686,4.341714
4716,3637,2.070445
1056,4716,4.511368
3637,4716,2.070445
668,1686,3.364942
2671,668,4.116920
668,2671,4.116920
2671,3992,2.318628
3992,668,2.409253
4880,1686,4.205729
1686,668,3.364942
668,4880,1.286019
1686,4880,4.205729
4880,668,1.286019
668,3992,2.409253
3992,4880,3.214359
3657,1166,2.260456
164,3788,2.730157
4880,164,6.187135
1856,3788,2.143970
3788,164,2.730157
164,1856,0.710637
164,4880,6.187135
4880,3992,3.214359
3992,536,3.985412
536,3992,3.985412
656,536,3.927846
3033,4722,4.945892
536,656,3.927846
656,3033,5.703719
3033,656,5.703719
4722,3033,4.945892
2053,536,4.084193
3033,2053,2.035379
536,2053,4.084193
908,2053,4.739779
2053,3033,2.035379
2053,908,4.739779
1550,908,2.104839
3033,1550,6.370618
2766,1550,2.472402
1550,2345,1.627057
2345,2766,1.539945
2766,908,2.374550
908,1550,2.104839
1550,2766,2.472402
4372,1856,6.335588
1856,164,0.710637
164,4372,6.459048
908,2766,2.374550
4372,164,6.459048
3788,4087,3.512624
4087,1856,4.018180
1856,4372,6.335588
4087,3788,3.512624
3788,1856,2.143970
1856,4087,4.018180
2017,3657,3.498550
4087,2017,2.207680
1951,4372,1.281312
2017,4087,2.207680
4372,1951,1.281312
3146,2017,2.262283
3146,3657,4.836586
3657,2017,3.498550
2017,3146,2.262283
3657,3146,4.836586
1139,2345,2.141260
2345,1550,1.627057
1550,1139,2.871916
2932,2345,4.508245
2345,1139,2.141260
1139,2932,2.827182
3274,2345,5.879753
2345,2932,4.508245
2932,3274,1.885306
2766,2345,1.539945
2345,3274,5.879753
3879,81,2.775671
81,2932,3.561787
2932,1139,2.827182
1550,3033,6.370618
255,3879,2.663757
1139,255,3.622046
255,1139,3.622046
1139,1550,2.871916
650,255,3.279153
650,3879,3.249006
3879,255,2.663757
255,650,3.279153
3746,650,3.641302
3384,3746,5.325688
3746,539,2.634207
539,2128,2.846161
2128,3746,4.110780
3746,2128,4.110780
2128,353,2.701664
353,3746,3.205101
3746,353,3.205101
353,650,1.996157
650,3746,3.641302
2659,3746,1.040655
3746,3384,5.325688
3384,2659,4.764229
2659,539,2.501340
539,3746,2.634207
3746,2659,1.040655
2659,3384,4.764229
3387,1330,2.264371
539,2659,2.501340
2090,539,1.705786
1330,2090,4.765658
2090,1330,4.765658
1330,4192,3.935389
4192,2090,2.718254
403,2090,1.431753
2090,2128,3.203128
2128,403,2.585978
403,539,0.389668
539,2090,1.705786
2090,403,1.431753
403,2128,2.585978
2128,539,2.846161
539,403,0.389668
2128,2090,3.203128
2090,4396,5.217786
433,3956,0.743590
4396,2090,5.217786
2090,4192,2.718254
4192,4396,5.246030
4396,4192,5.246030
4192,1250,2.497651
1250,4396,4.568828
4396,1250,4.568828
1250,433,2.726834
3406,650,3.592599
650,353,1.996157
353,3406,2.034482
3879,650,3.249006
650,3406,3.592599
3406,353,2.034482
353,2128,2.701664
2128,3406,2.458813
3406,2950,2.171271
81,3879,2.775671
2950,3406,2.171271
3406,2128,2.458813
2128,2950,4.312163
2950,2128,4.312163
4396,175,2.692616
4095,175,2.713790
175,4396,2.692616
4396,4095,4.920105
4095,4396,4.920105
3956,2130,2.044101
175,4095,2.713790
4479,2950,3.521145
2356,4479,1.881136
2270,4479,2.997296
4479,2356,1.881136
2356,2270,1.196070
2270,2356,1.196070
4095,1729,4.128774
1729,3898,6.620422
3898,1647,3.217003
2555,1033,3.881381
1033,1492,1.791565
1492,2555,2.749864
1033,2555,3.881381
4447,2555,4.542185
2555,115,4.199386
1647,4593,2.888342
4447,2270,3.167508
2555,4447,4.542185
2270,4447,3.167508
4447,1819,3.658128
1819,4447,3.658128
115,1819,3.777348
2950,4479,3.521145
1819,81,3.860822
4479,2270,2.997296
41,1819,3.597532
1819,115,3.777348
115,41,3.926574
81,1819,3.860822
1819,41,3.597532
41,2932,3.426458
2932,81,3.561787
41,3274,1.872051
3274,2932,1.885306
2932,41,3.426458
3274,41,1.872051
41,115,3.926574
4035,1721,1.343442
1019,1721,3.002068
1721,4035,1.343442
4035,1019,2.075908
1879,1435,1.910728
1721,1019,3.002068
1435,2502,0.696276
2502,419,1.034586
419,1950,2.419121
3655,3459,1.216241
3459,1950,1.916646
1950,3655,1.437352
3655,1950,1.437352
1950,419,2.419121
419,3655,2.194268
3058,3655,1.067198
3655,419,2.194268
419,3058,1.593321
3058,419,1.593321
419,2502,1.034586
2502,3058,1.367493
3058,2502,1.367493
2502,1435,0.696276
1435,3058,1.752956
3058,1435,1.752956
1435,1879,1.910728
1879,3058,2.746149
2624,3655,1.216618
3655,3058,1.067198
3058,2624,1.657817
2624,3459,1.052081
3459,3655,1.216241
3655,2624,1.216618
2624,3058,1.657817
3058,1879,2.746149
1879,2624,3.401169
2624,1019,2.798906
1019,3459,2.879378
3459,2624,1.052081
2624,1879,3.401169
1019,2624,2.798906
4006,2707,3.009409
2707,4006,3.009409
1950,4254,4.125508
4254,1950,4.125508
1950,3459,1.916646
3459,4254,3.998037
4254,3459,3.998037
3459,1019,2.879378
1019,930,3.167083
930,4583,2.338810
4583,4784,1.412616
4784,930,3.184405
930,4784,3.184405
4784,1293,2.027694
1293,930,4.059808
930,1293,4.059808
1293,4254,3.130168
930,4782,1.860641
4782,4583,0.846998
4583,930,2.338810
4741,930,1.012615
930,1019,3.167083
1019,4741,2.821001
4741,1019,2.821001
1019,4035,2.075908
4035,4741,2.914888
821,930,1.583499
930,4741,1.012615
4741,821,1.290118
821,4782,1.137449
4782,930,1.860641
930,821,1.583499
4757,2555,3.123663
2555,1492,2.749864
1492,4757,2.273133
4757,115,5.828749
115,2555,4.199386
2555,4757,3.123663
2474,821,0.996228
821,4741,1.290118
4741,2474,2.108809
2474,4741,2.108809
4741,4035,2.914888
4035,2474,4.170761
115,4757,5.828749
4757,2474,3.522615
2474,4035,4.170761
2474,4782,1.656183
4782,821,1.137449
821,2474,0.996228
2743,4782,4.755514
4782,2474,1.656183
2474,2743,5.273844
2743,4583,4.297302
4583,4782,0.846998
4782,2743,4.755514
2743,4757,5.159103
4757,1492,2.273133
2743,2474,5.273844
2474,4757,3.522615
4757,2743,5.159103
4784,4583,1.412616
4583,2743,4.297302
4254,1293,3.130168
3370,3195,2.424718
1293,3370,5.879296
2743,3763,2.698843
48,4784,5.774214
48,3370,1.677099
3370,1293,5.879296
1293,48,5.136598
48,1293,5.136598
1293,4784,2.027694
4784,48,5.774214
4617,3370,0.978057
3370,48,1.677099
48,4617,1.846596
3195,4927,2.826846
3393,3370,3.353733
3370,4617,0.978057
4617,3393,3.093260
3393,3195,3.037409
3195,3370,2.424718
3370,3393,3.353733
3393,4927,2.403712
4927,3195,2.826846
3195,3393,3.037409
4312,64,2.954379
4312,4927,4.182442
4927,3393,2.403712
3393,4312,2.444575
4927,4312,4.182442
4312,3393,2.444575
3393,4617,3.093260
4617,4312,4.768164
4518,3595,1.785422
3595,786,0.832201
786,4518,1.808074
64,4312,2.954379
4518,786,1.808074
786,64,3.468723
4312,4617,4.768164
4617,4518,5.990513
3738,48,3.164313
3738,4518,4.622434
4518,4617,5.990513
4617,3738,3.007488
3738,4617,3.007488
4617,48,1.846596
48,3738,3.164313
4074,4622,1.261776
4622,3763,2.119513
3763,4074,3.107234
2277,4622,3.150058
4622,4074,1.261776
4074,2277,3.157980
895,3763,5.230519
3763,4622,2.119513
4622,895,3.665890
3763,895,5.230519
3595,4518,1.785422
895,2277,1.393495
2288,3595,3.998763
4518,3738,4.622434
895,4622,3.665890
4622,2277,3.150058
2277,895,1.393495
2277,4074,3.157980
4074,2713,3.339823
4752,4504,5.204451
2713,2491,3.442569
7,4074,3.489291
4074,3763,3.107234
7,2713,4.811659
2713,4074,3.339823
4074,7,3.489291
1492,7,6.138870
7,1492,6.138870
1492,1033,1.791565
1033,7,5.175181
3763,2743,2.698843
3574,7,4.897864
7,1033,5.175181
1033,3574,1.607515
3574,1033,1.607515
4593,3574,2.786469
141,3574,4.194127
3574,4593,2.786469
4593,141,5.554712
940,2713,5.201108
2713,7,4.811659
7,940,1.486982
940,3574,4.340292
3574,141,4.194127
141,940,1.756532
940,7,1.486982
7,3574,4.897864
3574,940,4.340292
628,940,1.362693
940,141,1.756532
141,628,0.512230
2713,940,5.201108
940,628,1.362693
628,2491,6.324878
2491,2713,3.442569
1647,3898,3.217003
3898,4106,6.335417
141,4593,5.554712
4593,1647,2.888342
231,4106,2.888099
4106,1734,3.265990
1734,231,1.708768
4971,4106,2.796105
4106,231,2.888099
231,4971,2.473286
4106,4971,2.796105
628,141,0.512230
2491,628,6.324878
2148,4971,2.196579
4971,231,2.473286
231,2148,2.162686
4971,2148,2.196579
3605,2148,1.717606
2148,231,2.162686
231,3605,3.183436
2148,3605,1.717606
3605,4752,3.658282
4789,3605,1.311102
3605,231,3.183436
231,4789,3.535649
4789,4752,3.381194
4752,3605,3.658282
3605,4789,1.311102
4752,4789,3.381194
3440,4789,3.521185
4789,231,3.535649
