source,target,length
1903,1681,1.687285
1681,1319,0.676238
1319,1903,1.837671
1903,1319,1.837671
1319,3928,2.172345
3928,1903,1.731765
2008,1966,1.380747
1966,2008,1.380747
558,1903,4.268455
4434,558,4.610919
4434,3152,0.811776
3152,558,4.295636
558,4434,4.610919
4434,665,2.339805
665,3152,2.113568
3152,4434,0.811776
665,4434,2.339805
3382,367,3.583938
18,1271,2.016499
1271,1062,1.297210
1062,18,2.606947
18,623,3.747015
623,1271,2.291137
1271,18,2.016499
623,458,4.223459
3421,1412,4.037951
458,623,4.223459
623,18,3.747015
18,458,1.619179
3632,458,3.105669
458,18,1.619179
18,3632,3.016503
1062,1281,2.902608
3632,18,3.016503
18,1062,2.606947
4928,458,3.213735
458,3632,3.105669
3632,4928,2.744181
4928,3421,3.059843
458,4928,3.213735
1217,1412,4.716369
1412,3421,4.037951
3421,1217,2.520876
1412,1217,4.716369
2688,3421,3.903965
3421,4928,3.059843
4928,2688,1.916615
2688,4928,1.916615
4928,3632,2.744181
367,2688,4.590536
577,2688,2.161844
2688,367,4.590536
367,577,3.385029
577,367,3.385029
367,3382,3.583938
3382,577,1.945910
577,3382,1.945910
3382,3736,2.502796
3736,577,3.547824
377,3421,4.073165
3421,2688,3.903965
2688,377,2.377623
377,1217,2.819932
1217,3421,2.520876
3421,377,4.073165
377,2688,2.377623
2688,577,2.161844
577,377,2.722523
377,577,2.722523
577,3736,3.547824
3736,377,3.701054
4684,377,2.407427
377,3736,3.701054
3736,4684,2.476145
4684,1217,3.940871
1217,377,2.819932
377,4684,2.407427
2165,4684,0.930535
4684,3736,2.476145
3736,2165,1.770604
2200,2165,1.205744
2165,3736,1.770604
3736,2200,1.407668
1217,4684,3.940871
4151,4492,4.338763
4151,2165,4.651275
2165,2200,1.205744
2200,4151,5.168490
4684,2165,0.930535
2165,4151,4.651275
4068,4509,3.690797
4509,4871,1.525116
4871,4068,4.823546
4068,858,3.493782
858,4509,0.567987
4509,4068,3.690797
4068,2955,2.834432
2955,858,2.903558
858,4068,3.493782
4492,4151,4.338763
4068,4871,4.823546
802,2955,6.468472
2955,4068,2.834432
4068,802,5.937895
3590,802,3.062174
802,4068,5.937895
4068,3590,5.495275
3590,4068,5.495275
4151,3590,4.690958
843,3590,0.872120
3590,4151,4.690958
4151,843,4.453873
843,4151,4.453873
4151,2200,5.168490
1538,3446,5.822945
3446,2872,3.710075
2872,1538,3.927684
1538,843,4.725298
2200,1538,3.960272
3446,1538,5.822945
1538,3736,4.220248
3736,3382,2.502796
1538,2200,3.960272
2200,3736,1.407668
3736,1538,4.220248
1538,2872,3.927684
2872,112,2.580159
112,843,5.217618
843,1538,4.725298
112,3590,5.283206
3590,843,0.872120
843,112,5.217618
3795,2872,1.544227
832,3795,4.251271
3795,112,1.171318
112,2872,2.580159
2872,3795,1.544227
1482,3795,2.958225
3795,832,4.251271
832,1482,3.058805
1482,832,3.058805
832,97,2.585036
97,1482,0.616607
1482,112,2.969698
112,3795,1.171318
3795,1482,2.958225
3364,112,2.761397
112,1482,2.969698
1482,3364,2.324610
3364,3590,5.064899
3590,112,5.283206
112,3364,2.761397
3364,802,3.877969
802,3590,3.062174
3590,3364,5.064899
2955,802,6.468472
2892,2955,1.804836
1810,97,4.331937
97,3765,3.531062
3765,1810,6.048792
1810,2996,2.382236
802,1810,4.105117
1810,802,4.105117
802,3364,3.877969
3364,1810,3.003511
1810,3364,3.003511
3364,1482,2.324610
1482,1810,4.136436
1810,1482,4.136436
1482,97,0.616607
97,1810,4.331937
3130,2996,2.472118
2996,1810,2.382236
1810,3130,2.924377
3130,1810,2.924377
1810,3765,6.048792
3752,3130,4.708610
3130,3752,4.708610
3752,3300,3.272269
3300,3130,2.120355
4013,2855,5.049226
4137,4013,4.214869
3130,3300,2.120355
3498,2792,2.943298
2792,4013,1.381113
4013,3498,2.953871
3498,4013,2.953871
4013,4137,4.214869
4137,3498,6.011598
3498,4137,6.011598
4137,4873,2.611733
2996,3130,2.472118
4086,747,4.110268
747,2855,3.065951
2855,4086,4.989843
4013,2792,1.381113
4086,2855,4.989843
2855,4013,5.049226
3894,747,3.951238
747,4086,4.110268
1973,3894,4.222831
1973,530,3.304633
530,3894,1.810818
3894,1973,4.222831
2276,4562,1.733005
4562,2276,1.733005
2276,4693,1.010511
4693,4562,2.106174
4562,4964,1.998196
4395,4693,2.994983
4693,1024,2.914326
1024,4395,0.411699
4395,4562,3.980851
4562,4693,2.106174
4693,4395,2.994983
4964,4562,1.998196
4562,4395,3.980851
4395,1024,0.411699
1024,156,2.115977
156,4395,1.836138
4395,156,1.836138
1148,4693,2.430463
4693,2276,1.010511
2276,1148,3.336561
1148,2276,3.336561
1148,1024,2.191303
1024,4693,2.914326
4693,1148,2.430463
2792,3498,2.943298
1620,3300,2.155609
3300,3752,3.272269
3752,1620,3.772096
1620,3752,3.772096
3752,218,1.124092
218,1620,4.301719
3300,1620,2.155609
1603,1620,4.473952
1620,218,4.301719
218,1603,3.001759
2124,1620,2.656409
1620,1603,4.473952
1603,2124,2.722283
2124,156,2.876290
156,1024,2.115977
1024,2124,3.618302
2124,1148,4.893230
1620,2124,2.656409
2124,1024,3.618302
1024,1148,2.191303
1148,2124,4.893230
4147,2124,4.028689
2124,1603,2.722283
4147,156,3.109641
156,2124,2.876290
2124,4147,4.028689
1079,4147,3.834694
1603,1079,2.558228
2877,1603,3.553215
1603,218,3.001759
218,2877,3.705453
2877,218,3.705453
218,1917,2.814678
1917,2877,1.982657
2877,1079,2.377028
1079,1603,2.558228
1603,2877,3.553215
2877,1917,1.982657
1527,2877,3.661558
1527,1079,1.947983
1079,2877,2.377028
2877,1527,3.661558
1527,1876,1.521744
1876,4147,4.722342
4147,1527,4.168101
1527,4147,4.168101
4147,1079,3.834694
1079,1527,1.947983
4147,1876,4.722342
1876,928,3.503497
3273,1387,3.904526
1387,928,2.948346
928,3273,4.069018
3273,928,4.069018
928,1876,3.503497
156,4147,3.109641
1427,4964,5.787762
783,928,3.681037
928,1387,2.948346
1387,783,5.047716
783,1427,0.787322
928,783,3.681037
110,4964,5.965406
4964,1427,5.787762
1427,110,0.972866
110,783,1.105211
783,1387,5.047716
1387,110,5.399440
110,1427,0.972866
1427,783,0.787322
783,110,1.105211
4964,110,5.965406
110,481,3.227352
481,1693,0.816230
1693,441,5.969383
481,110,3.227352
110,1387,5.399440
1693,3453,6.081881
3453,1693,6.081881
1693,481,0.816230
3505,1248,4.555759
3453,3505,2.121497
3505,754,3.251634
754,684,2.665404
684,1248,4.805591
1248,3505,4.555759
1248,684,4.805591
2342,4922,1.983560
4922,644,2.608905
644,2342,2.763997
2342,1696,1.680838
1696,4922,3.150265
4922,2342,1.983560
4529,2342,2.446420
2342,644,2.763997
4529,1696,2.650667
1696,2342,1.680838
2342,4529,2.446420
4529,1248,3.763215
1696,4529,2.650667
145,644,1.132167
644,4922,2.608905
4922,145,3.594266
644,145,1.132167
145,4969,3.584484
1248,4529,3.763215
3325,24,2.894762
24,441,2.547973
441,1693,5.969383
24,2943,1.047322
2943,441,2.682622
441,24,2.547973
24,3325,2.894762
3325,2943,3.573189
2943,24,1.047322
441,2943,2.682622
1299,530,3.571617
530,3959,3.832171
1982,4158,1.767556
194,3959,0.553208
3959,530,3.832171
530,1973,3.304633
3303,1982,3.552658
3959,194,0.553208
2125,1760,0.641947
4969,440,2.011932
2255,2125,2.522666
2943,3325,3.573189
1760,2255,2.628460
2255,1760,2.628460
1760,2125,0.641947
2125,2255,2.522666
440,2983,6.412281
2983,2933,4.314902
2933,2983,4.314902
2983,2161,2.953566
2161,4830,4.031130
4830,2161,4.031130
2161,2983,2.953566
2983,4830,4.311556
4830,2983,4.311556
2983,440,6.412281
4570,3918,1.082523
3918,2084,0.715752
2084,4570,1.105020
4570,4969,2.806605
4969,3918,2.510327
3918,4570,1.082523
4570,440,2.839598
440,4969,2.011932
4969,4570,2.806605
3308,4570,0.326896
4570,2084,1.105020
2084,3308,1.393164
3308,440,2.738994
440,4570,2.839598
4570,3308,0.326896
3308,4830,4.137145
440,3308,2.738994
2414,3560,2.267273
3892,1622,1.889346
1622,2414,3.482123
2414,3892,2.746699
3220,2414,3.266727
4830,3308,4.137145
3220,3892,1.748620
3892,2414,2.746699
2414,3220,3.266727
3308,2084,1.393164
1847,3560,2.970690
3560,2414,2.267273
2414,1847,4.802975
3560,1847,2.970690
1847,55,4.230070
824,55,2.080490
55,1847,4.230070
1847,824,2.775909
2414,1622,3.482123
824,1847,2.775909
1847,2414,4.802975
688,824,2.298455
66,688,4.621630
688,55,2.957007
55,824,2.080490
824,688,2.298455
688,4474,4.925720
4474,55,4.128834
55,688,2.957007
688,66,4.621630
66,4549,4.524194
4549,2985,2.101790
4474,688,4.925720
4549,66,4.524194
1549,2985,2.700878
2985,4549,2.101790
2985,1549,2.700878
4409,3627,5.679188
1549,4409,3.043594
4409,1204,3.487009
1204,3627,3.518751
3627,4409,5.679188
1967,955,3.978558
955,2404,5.152144
2404,974,1.885044
2404,955,5.152144
955,1111,4.729497
1111,2404,1.680549
195,2404,2.548715
2404,1111,1.680549
1111,195,1.506930
954,195,2.460805
195,1111,1.506930
1111,954,2.716344
954,1111,2.716344
1111,955,4.729497
955,257,3.472319
954,1204,3.551600
1204,4409,3.487009
4409,954,3.506174
1204,954,3.551600
1364,954,3.369060
954,4409,3.506174
4409,1364,2.659769
3264,3684,0.749187
3684,195,2.606604
195,3264,2.483811
3264,195,2.483811
195,954,2.460805
954,3264,3.473541
3264,954,3.473541
954,1364,3.369060
1364,3264,1.990900
4904,986,3.757072
986,3088,2.299603
3088,4904,2.601927
4904,3088,2.601927
3088,974,3.155752
974,4904,3.155216
4904,195,4.306750
195,3684,2.606604
4904,2404,3.919143
2404,195,2.548715
195,4904,4.306750
4904,974,3.155216
974,2404,1.885044
2404,4904,3.919143
3684,1578,4.276635
2530,1578,4.313785
1578,3684,4.276635
3684,2530,3.523251
2530,3264,3.378697
3264,1364,1.990900
1364,2530,2.897963
2530,3684,3.523251
3684,3264,0.749187
3264,2530,3.378697
2530,3116,4.448983
1578,2530,4.313785
1188,2530,3.176965
2530,1364,2.897963
1364,4409,2.659769
1188,1549,4.969144
4409,1549,3.043594
1549,1188,4.969144
3586,2530,3.397981
2530,1188,3.176965
1188,3586,0.998999
3586,3116,4.124994
3116,2530,4.448983
2530,3586,3.397981
3586,1188,0.998999
4156,3116,4.190378
3116,3586,4.124994
3586,4156,2.809714
4156,3586,2.809714
66,4156,5.058806
4156,66,5.058806
736,2968,2.421931
2968,3116,5.091658
3116,4156,4.190378
2764,3116,4.280542
3116,2968,5.091658
2968,2764,3.629371
3116,2764,4.280542
2764,3685,0.929126
3685,1578,3.258937
986,4904,3.757072
2024,109,1.691814
1578,2024,1.711786
2024,3685,2.400516
3685,109,2.580292
109,2024,1.691814
2024,1578,1.711786
1578,3685,3.258937
3685,2024,2.400516
109,2168,2.511389
2168,76,0.803462
76,2790,3.399666
2790,986,6.379873
3346,2764,4.205255
2764,2968,3.629371
2168,109,2.511389
109,3346,4.977721
3346,109,4.977721
109,3685,2.580292
3685,3346,4.592882
76,2168,0.803462
3346,3685,4.592882
3685,2764,0.929126
2764,3346,4.205255
1923,2610,2.436213
2610,2790,2.072584
2790,1923,1.188434
1923,2790,1.188434
2790,76,3.399666
76,1923,3.261006
2724,1923,1.665470
1923,76,3.261006
76,2724,4.433659
2724,2610,2.958255
2610,1923,2.436213
1923,2724,1.665470
2724,3545,5.357998
3545,2610,6.299752
2610,2724,2.958255
2194,2724,2.438365
2724,76,4.433659
76,2194,5.648212
2194,76,5.648212
2968,3536,3.224621
3536,2968,3.224621
2968,736,2.421931
736,3536,1.076084
2821,3536,2.617940
3536,736,1.076084
736,2821,3.143920
3080,3536,4.363663
3536,2821,2.617940
2821,3080,2.179824
3080,2821,2.179824
1953,1514,4.629031
2821,736,3.143920
1919,3892,4.102405
3892,3220,1.748620
1919,1622,4.361301
1622,3892,1.889346
3892,1919,4.102405
1919,1953,0.929163
1622,1919,4.361301
145,4922,3.594266
1514,1953,4.629031
4850,3220,2.349010
3220,4850,2.349010
4850,1129,3.886013
1953,1919,0.929163
1004,4850,3.283937
2084,1004,2.402580
1004,1129,3.668774
1129,4850,3.886013
4850,1004,3.283937
1004,4279,3.956553
4279,1129,0.984730
1129,1004,3.668774
1612,3918,1.438088
3918,4969,2.510327
4969,1612,2.870548
1612,4969,2.870548
4969,145,3.584484
145,1612,3.685739
1612,1004,2.124968
1004,2084,2.402580
2084,1612,1.756142
1612,2084,1.756142
2084,3918,0.715752
3918,1612,1.438088
4279,1004,3.956553
1004,1612,2.124968
1612,145,3.685739
4676,4279,1.501708
4676,1129,2.282264
1129,4279,0.984730
4279,4676,1.501708
1129,4676,2.282264
4480,1514,3.609109
4676,4480,1.242667
4480,4676,1.242667
1514,4480,3.609109
4480,80,4.770094
0,1727,0.844805
1727,80,1.698879
80,0,2.343590
0,80,2.343590
80,4480,4.770094
4480,0,6.553972
1577,1372,4.018795
1372,1381,3.103103
1381,1577,2.148754
3031,1577,3.335940
1577,1872,3.435773
1872,3031,1.090993
1453,3031,0.784236
3031,1872,1.090993
1872,1453,1.739445
3679,1453,0.862643
1453,1872,1.739445
1872,3679,2.477021
838,1453,2.612162
1453,3679,0.862643
3679,838,2.424242
1372,1577,4.018795
1577,838,4.742766
838,3031,3.118451
3031,1453,0.784236
1453,838,2.612162
838,1577,4.742766
1577,3031,3.335940
3031,838,3.118451
4296,838,2.778831
838,3679,2.424242
3679,4296,1.888527
1465,4868,0.364804
4868,4296,1.366447
4296,1465,1.058365
1465,4296,1.058365
4296,3679,1.888527
3679,1465,2.633274
2558,1465,3.933759
1465,3679,2.633274
3679,1872,2.477021
2558,4868,3.842494
4868,1465,0.364804
1465,2558,3.933759
901,4868,2.221842
4868,2558,3.842494
2558,901,4.246408
3883,4868,3.168780
4868,901,2.221842
901,3883,2.159975
3883,4296,3.718596
4296,4868,1.366447
4868,3883,3.168780
4750,0,2.882674
0,838,5.530401
838,4750,3.832597
4750,1727,2.687029
1727,0,0.844805
0,4750,2.882674
4750,4296,4.134071
4296,3883,3.718596
3883,4750,3.182733
4750,838,3.832597
838,4296,2.778831
4296,4750,4.134071
4750,3883,3.182733
80,4750,4.055695
4750,80,4.055695
80,1727,1.698879
1727,4750,2.687029
3883,901,2.159975
4342,3080,3.575263
3536,3080,4.363663
3080,4342,3.575263
254,4342,5.136443
901,2558,4.246408
4342,254,5.136443
4594,2194,3.134913
3676,4594,0.848522
4594,3545,2.351331
3545,3676,2.200466
3676,3545,2.200466
3545,2724,5.357998
2724,3676,3.813428
3676,2194,2.778530
2194,4594,3.134913
4594,3676,0.848522
3676,2724,3.813428
2724,2194,2.438365
2194,3676,2.778530
1585,3545,2.789405
3545,4594,2.351331
4594,1585,3.272500
1357,3194,3.751407
3194,2780,5.443449
1357,3545,3.271598
3545,1585,2.789405
1585,1357,0.729288
2780,3545,3.430715
3545,1357,3.271598
702,1357,1.411880
1357,1585,0.729288
1585,702,1.980461
702,3194,3.460038
3194,1357,3.751407
1357,702,1.411880
702,4577,5.691720
4577,3194,4.264449
3194,702,3.460038
3981,2865,3.851633
2865,3981,3.851633
4577,702,5.691720
702,1234,2.619667
1234,4594,5.957963
2865,1234,3.219099
1234,1585,3.745700
1585,4594,3.272500
4594,1234,5.957963
1234,702,2.619667
702,1585,1.980461
1585,1234,3.745700
1234,4538,5.035541
4538,1234,5.035541
1234,2865,3.219099
2865,4538,6.173532
4538,2865,6.173532
254,4314,5.465273
4314,254,5.465273
2558,3199,3.959691
638,4314,3.608633
638,2396,3.442006
4314,638,3.608633
638,2954,4.009362
2396,638,3.442006
1287,2954,2.376612
2954,638,4.009362
1644,4538,1.886896
3607,1644,0.488221
2063,4577,5.021715
3607,4538,1.476807
4538,1644,1.886896
1644,3607,0.488221
4538,3607,1.476807
1022,1644,3.955404
2396,1022,1.750999
1644,1022,3.955404
2190,2063,3.255131
3653,2190,2.851716
2012,1022,5.015684
1022,1673,4.476384
1673,2012,0.951744
1022,2012,5.015684
2012,1793,4.174469
2853,3653,5.759812
1793,2012,4.174469
2012,4551,3.808269
4551,2012,3.808269
2012,1673,0.951744
1673,4551,3.023565
4551,4057,3.607110
4057,2357,1.313871
2357,4551,3.347062
1737,1022,4.365903
1022,2396,1.750999
2396,1737,4.387197
1737,4551,1.483038
4551,1673,3.023565
1673,1737,2.653967
1737,1673,2.653967
1673,1022,4.476384
1022,1737,4.365903
1737,4057,3.953963
4057,4551,3.607110
4551,1737,1.483038
2954,4057,4.628060
4057,1737,3.953963
1737,2396,4.387197
917,3516,2.415286
3516,3471,1.381292
3471,917,1.295046
3909,3516,4.244356
3516,917,2.415286
917,3909,2.073720
917,3471,1.295046
3471,3948,3.144541
4057,2954,4.628060
2954,3948,4.025017
3948,2954,4.025017
2954,1287,2.376612
1287,3948,3.349061
3948,3471,3.144541
3471,3516,1.381292
3199,950,2.159298
950,1287,2.099745
2417,1287,2.367452
1287,950,2.099745
950,2417,0.508903
2417,950,0.508903
950,3199,2.159298
3199,2417,2.326261
2417,3199,2.326261
3199,2558,3.959691
2558,2417,4.863065
3525,3909,3.279106
3909,917,2.073720
917,3525,4.477366
1287,2417,2.367452
2417,3525,3.673306
3948,1287,3.349061
3525,917,4.477366
3525,2558,5.506748
3525,2417,3.673306
2417,2558,4.863065
2558,3525,5.506748
1872,1890,4.471079
3909,3525,3.279106
155,1890,1.873800
1890,1872,4.471079
1872,155,2.930965
155,1872,2.930965
1872,1577,3.435773
1577,155,3.647980
1890,155,1.873800
155,2597,3.261789
2597,155,3.261789
155,1577,3.647980
1577,2597,2.504759
2597,1577,2.504759
1577,1381,2.148754
1381,2597,2.290319
4996,1559,1.921374
3516,3909,4.244356
451,1559,1.815308
1559,4996,1.921374
4996,451,2.503621
849,451,4.693711
451,4996,2.503621
849,2710,2.508496
2710,4977,2.636421
4977,849,4.369959
849,4977,4.369959
4977,451,2.387842
451,849,4.693711
603,312,3.822573
312,1251,1.627261
1251,603,3.631175
2228,4651,3.096413
2430,603,4.475042
603,1251,3.631175
2710,4614,6.654445
4614,2710,6.654445
2710,849,2.508496
849,4614,5.031697
4651,2228,3.096413
4614,849,5.031697
865,4614,3.297720
2597,865,3.159433
865,2597,3.159433
2597,1381,2.290319
1381,865,2.633558
4449,4614,4.649257
4614,865,3.297720
865,4449,2.990098
4614,4449,4.649257
40,3249,1.945551
3249,944,2.178262
944,40,0.736893
40,4449,2.714735
4449,3249,1.648555
3249,40,1.945551
40,3324,4.512387
4449,40,2.714735
1912,3249,1.833300
3249,4449,1.648555
4449,1912,2.820981
1912,4449,2.820981
4449,865,2.990098
865,1912,3.092948
1912,865,3.092948
865,1381,2.633558
1381,1912,3.207662
1912,1381,3.207662
1381,1372,3.103103
1372,1912,2.700277
735,1912,0.941930
1912,1372,2.700277
1372,735,2.626920
735,3249,1.882386
3249,1912,1.833300
1912,735,0.941930
735,944,3.231575
944,3249,2.178262
3249,735,1.882386
1433,944,4.688108
944,735,3.231575
735,1433,4.262664
838,0,5.530401
673,1372,4.036346
673,1433,2.352835
1433,735,4.262664
735,673,4.795442
673,735,4.795442
735,1372,2.626920
1372,673,4.036346
4009,673,2.832570
0,4480,6.553972
4009,1433,3.515412
1433,673,2.352835
673,4009,2.832570
3188,4009,2.094186
4922,1696,3.150265
3914,944,4.353117
944,1433,4.688108
1433,3914,2.273295
3914,3188,4.010574
684,754,2.665404
2609,4009,3.591827
4009,3188,2.094186
3188,2609,3.171385
2609,1433,1.339596
1433,4009,3.515412
4009,2609,3.591827
2609,3914,1.237645
3914,1433,2.273295
1433,2609,1.339596
2609,3188,3.171385
3188,3914,4.010574
3914,2609,1.237645
40,944,0.736893
2060,3324,4.279597
3324,40,4.512387
944,3914,4.353117
3821,2060,4.371993
2060,1913,3.058185
1913,3821,2.031852
3324,2060,4.279597
2060,3821,4.371993
3821,2430,4.753488
3821,1913,2.031852
1163,1420,5.387644
1420,2282,2.442191
2282,1163,4.381123
1163,2282,4.381123
1913,2060,3.058185
2180,1420,5.643848
1420,1163,5.387644
1163,2180,1.150456
754,3505,3.251634
3505,3453,2.121497
3453,1611,5.384686
1611,1387,4.291881
1387,3273,3.904526
1611,3453,5.384686
1387,1611,4.291881
1611,2180,5.508403
2180,1163,1.150456
1163,1611,5.808809
1611,1163,5.808809
3273,379,3.028463
2180,1611,5.508403
1876,1527,1.521744
379,3273,3.028463
1420,2180,5.643848
2956,2611,2.446354
2685,1838,3.642742
4671,2611,2.913016
2611,2956,2.446354
2956,4671,1.390978
4671,3215,5.711017
2611,4671,2.913016
425,2282,3.383689
2282,1420,2.442191
1420,425,4.160094
425,3821,3.493191
2282,425,3.383689
425,2430,3.930964
2430,3821,4.753488
3821,425,3.493191
425,1420,4.160094
3215,4671,5.711017
4272,3052,1.134858
2430,425,3.930964
603,2430,4.475042
2466,603,2.456771
3052,2466,3.866763
3823,3052,4.035792
3052,4272,1.134858
4272,3823,4.498804
3437,2466,2.738008
2466,3052,3.866763
3052,3823,4.035792
1460,3823,3.713141
3823,4272,4.498804
4671,1460,4.896143
1460,2956,4.090726
1460,4671,4.896143
4671,2956,1.390978
2956,1460,4.090726
4036,4685,5.364383
4685,4036,5.364383
4036,1109,2.290317
4685,2572,0.878591
2400,4052,3.478913
4052,4987,2.954366
4987,2400,0.778912
2572,4052,4.907371
4052,2400,3.478913
3823,1460,3.713141
518,2466,4.390799
2466,3437,2.738008
3437,518,2.478590
518,603,5.155258
603,2466,2.456771
2466,518,4.390799
518,312,3.779349
312,603,3.822573
603,518,5.155258
518,3437,2.478590
2400,3875,3.672024
4672,3875,1.914786
3875,2329,1.724593
2329,4672,1.584519
3875,4672,1.914786
4458,1232,3.272723
1232,4672,3.351340
4672,4458,4.486844
4458,4672,4.486844
4672,2329,1.584519
2329,4458,3.959070
4458,2814,1.387725
2814,1232,2.757168
1232,4458,3.272723
4112,4458,3.762106
4458,2329,3.959070
2329,4112,1.237906
4112,2329,1.237906
2329,3875,1.724593
3875,4112,2.560137
1258,4987,2.180542
4987,4052,2.954366
4052,1258,4.160679
1090,1258,0.697816
1258,4112,3.577928
4112,1090,3.490927
1090,4112,3.490927
4112,3875,2.560137
3875,1090,2.174478
1090,4987,2.006740
4987,1258,2.180542
1258,1090,0.697816
1090,2400,2.357049
2400,4987,0.778912
4987,1090,2.006740
1090,3875,2.174478
3875,2400,3.672024
2400,1090,2.357049
1258,4052,4.160679
4052,216,5.629942
216,2584,4.904149
4144,2584,1.706804
2584,216,4.904149
216,4144,5.665698
1020,2584,5.115415
2584,4144,1.706804
4144,1020,4.666067
2252,1020,4.220024
1020,4144,4.666067
4144,70,4.156060
1473,1020,2.928277
1020,2252,4.220024
2584,1020,5.115415
1020,1473,2.928277
2809,3026,5.832522
3026,1097,1.562357
1097,2809,5.080244
2809,1473,3.749148
3026,2809,5.832522
1221,1473,5.427547
1473,2809,3.749148
2809,1221,3.889816
462,1473,6.501148
1473,1221,5.427547
1221,462,2.495559
1473,462,6.501148
462,4112,3.291594
4112,1258,3.577928
4392,4112,3.091962
4112,462,3.291594
462,4392,1.496495
4392,4458,1.790666
4458,4112,3.762106
4112,4392,3.091962
4392,462,1.496495
462,1221,2.495559
1221,4392,2.152582
4392,1221,2.152582
1221,4458,2.906957
4458,4392,1.790666
2319,1221,2.916584
1221,2809,3.889816
2809,2319,4.645620
2319,4458,2.595737
4458,1221,2.906957
1221,2319,2.916584
2319,2814,2.032012
2814,4458,1.387725
4458,2319,2.595737
1291,2814,2.349018
2814,2319,2.032012
2319,1291,0.769240
1291,2319,0.769240
2319,2809,4.645620
2809,1291,4.880826
1291,2809,4.880826
2809,1097,5.080244
2883,4126,1.143689
4126,3200,1.890459
3200,4612,2.678444
4612,4126,3.414861
4126,2883,1.143689
2883,4612,3.764082
4612,3200,2.678444
3200,4126,1.890459
4126,4612,3.414861
4612,2883,3.764082
2883,4751,2.361775
4751,4612,5.271843
4612,4751,5.271843
1739,3966,3.078884
3966,2887,3.142782
2887,1739,2.490309
4907,3966,4.267959
3966,1739,3.078884
1739,4907,3.611284
2778,3966,3.566083
3966,4907,4.267959
3443,2778,5.259503
2778,3443,5.259503
4907,1218,3.463903
1218,3175,3.567193
3175,1241,3.585114
1241,2438,2.019051
3617,3443,3.667729
3443,3617,3.667729
3462,1291,4.378066
4579,1291,4.126896
1291,3462,4.378066
3462,4579,0.397912
4579,2814,3.722628
2814,1291,2.349018
1291,4579,4.126896
4579,1232,3.502404
1232,2814,2.757168
2814,4579,3.722628
3388,3462,3.508972
3617,3388,3.286301
3388,3617,3.286301
3388,4579,3.839127
4579,3462,0.397912
3462,3388,3.508972
1232,4579,3.502404
4579,3388,3.839127
4142,3388,5.796684
3388,4142,5.796684
1851,312,2.766013
312,518,3.779349
518,1851,1.958417
4672,1232,3.351340
1851,518,1.958417
811,1851,3.544366
4142,811,1.318590
811,312,3.644109
312,1851,2.766013
1851,811,3.544366
1251,811,4.430895
811,1251,4.430895
1251,312,1.627261
312,811,3.644109
3760,2438,3.850796
2438,1241,2.019051
1241,3760,5.080289
811,4142,1.318590
3760,2228,5.883159
2438,3760,3.850796
3760,1241,5.080289
4972,2710,3.530195
4972,4977,1.361550
4977,2710,2.636421
2710,4972,3.530195
2228,3760,5.883159
3259,451,3.234656
451,4977,2.387842
4977,3259,3.606864
3709,3259,0.150210
3259,4972,3.263931
3259,4977,3.606864
4977,4972,1.361550
4972,3259,3.263931
240,3259,1.325489
3259,3709,0.150210
3709,240,1.259813
240,451,3.403832
451,3259,3.234656
3259,240,1.325489
240,1559,3.203488
1559,451,1.815308
451,240,3.403832
3496,1559,5.933923
1559,240,3.203488
240,3496,3.810543
2385,3496,3.708198
3496,240,3.810543
240,2385,4.080313
2385,240,4.080313
240,3709,1.259813
3709,2385,4.049199
2385,3709,4.049199
2111,2385,3.002614
1241,3175,3.585114
3175,2111,3.106997
1597,2385,3.821502
2385,2111,3.002614
2111,1597,1.496309
2044,2385,4.729740
2385,1597,3.821502
1597,2044,1.904402
2044,3496,5.237472
3496,2385,3.708198
2385,2044,4.729740
2044,10,5.054369
10,3496,1.973979
3496,2044,5.237472
1959,10,3.206712
10,2044,5.054369
2303,648,0.268707
3087,2303,0.659220
2058,1959,3.755368
648,2058,3.358066
4991,3496,3.605175
3496,10,1.973979
10,4991,2.504895
1559,3496,5.933923
3496,4991,3.605175
4991,1959,4.470986
1959,2058,3.755368
4991,10,2.504895
10,1959,3.206712
1959,4991,4.470986
2058,648,3.358066
3016,2357,5.349549
2357,4057,1.313871
3016,3592,3.694641
3592,3144,1.585605
3144,2357,5.000546
2357,3016,5.349549
4551,2357,3.347062
2357,3144,5.000546
1169,1793,1.913803
1793,1169,1.913803
1342,1169,3.395643
1169,1342,3.395643
1342,3964,5.478609
3964,1342,5.478609
1342,1752,4.360181
1752,3964,2.348068
4101,3864,4.570118
3964,1752,2.348068
1752,188,2.869567
868,188,0.647820
188,1752,2.869567
1752,868,2.767848
3852,188,2.862572
188,868,0.647820
868,3852,2.812348
812,3852,4.976525
3852,868,2.812348
868,812,4.043070
812,3592,2.363144
3592,3016,3.694641
812,868,4.043070
868,1752,2.767848
812,3144,3.682472
3144,3592,1.585605
3592,812,2.363144
1752,1342,4.360181
3144,812,3.682472
4605,3852,3.306031
3852,812,4.976525
2303,3087,0.659220
209,4605,0.424355
648,2303,0.268707
4779,4605,0.657208
4605,209,0.424355
209,4779,0.633832
3739,4605,1.024311
4605,4779,0.657208
4779,3739,0.893326
3043,4605,3.006037
4605,3739,1.024311
3739,3043,2.704790
3043,3852,0.424015
3852,4605,3.306031
4605,3043,3.006037
626,3852,3.339154
3852,3043,0.424015
