3483 1749 7.4836904446829315
1749 196 5.859235934366228
196 3483 2.950818166278458
2899 4533 3.720283416221455
4533 3483 2.9301214414733314
3483 2899 4.54624279925205
4776 3483 6.28815461315734
4533 4776 5.060884440302624
4776 1749 6.135468188257048
2238 4617 0.7616348884872125
4617 4776 7.775900794949139
4776 2238 7.879980428148247
1232 4617 2.327045627697327
4617 673 2.261955269276995
673 1232 0.21139671705957605
2983 4617 2.7438059041946326
1232 2983 2.344508621969401
2983 4776 7.805737120514487
2983 1749 5.777326238306552
2493 1232 4.445203394229178
673 2493 4.551415668445469
2493 2983 5.356977146412979
2493 1749 9.693620439748955
1414 2493 6.32050178613782
673 1414 2.7935385528449572
4617 1414 3.2486141320525594
2238 1414 3.0391137467602314
4061 2493 7.997581006074266
1414 4061 4.0963124052633075
78 4061 7.52380264062206
1414 78 5.42008839470425
2238 78 4.799835314203992
1245 78 7.084581968642977
2238 1245 7.844503664661448
4776 1245 4.6383218519209795
1693 1245 3.4069993383008113
4776 1693 6.566176870161699
4533 1693 7.847024625842777
1693 78 9.97198336167428
3599 1693 5.021092455794459
4533 3599 6.41179696491077
2899 3599 6.728703888369236
4273 1693 7.05436410165676
3599 4273 4.705874137351676
957 214 3.8816563232279355
214 563 2.4871987123328814
563 957 1.9925022132340866
4704 957 2.96239169328591
563 4704 2.6365384607979694
3572 2442 1.4680428012707096
2442 4704 2.0015413207782795
4704 3572 2.3548611785011255
563 3572 2.440861896015271
214 3572 3.961051176255756
214 1352 1.62291310686215
1352 3572 3.9691813892519234
2373 4704 2.8523138746627046
2442 2373 1.4374498566935845
2373 3572 2.8806525260678213
1352 2373 6.811279937442246
116 1012 5.981103305103228
1012 2373 2.366233294365103
2373 116 8.317773626087314
116 1577 4.644815686142037
1577 1012 2.465840331160319
116 2339 3.427040236897248
2339 1577 1.6893114886597802
116 1391 2.076953599548492
1391 2339 4.815210834874095
1882 2339 2.9991185257369493
2339 1466 5.36815448707162
