vehicle_id,location_id,longitude,latitude
94,4369,53.568801,23.004773
95,313,53.672243,23.065914
96,1949,54.864836,24.853482
97,548,55.121734,23.785588
98,1987,55.383865,24.609993
98,1810,55.413176,24.637597
98,3819,55.412199,24.639416
98,2680,55.297416,24.574501
98,1959,55.488033,24.619300
98,4950,55.494809,24.625670
98,125,55.267600,24.627526
98,332,55.345263,24.499492
98,2834,55.459263,24.511891
98,410,55.396297,24.487027
98,4724,55.422269,24.448653
98,2535,55.576055,24.622567
98,4561,55.434538,24.432971
98,4542,55.404353,24.403894
98,1451,55.515491,24.426782
98,1401,55.599941,24.498950
98,1534,55.633707,24.547681
98,2470,55.609576,24.485790
98,4978,55.656151,24.539555
98,1433,55.395339,24.350658
98,2238,55.694141,24.556564
98,269,55.239709,24.351366
98,4932,55.305656,24.326719
98,1962,55.226537,24.343122
98,4115,55.703658,24.510479
98,1518,55.664931,24.413535
98,3958,55.274620,24.301764
98,1197,55.481732,24.280933
98,3235,55.295382,24.276729
98,1300,55.693366,24.360892
98,4329,55.778521,24.393556
99,1278,55.737005,24.922177
100,2620,55.475408,24.138641
101,4031,53.353348,23.318787
102,4574,54.273320,22.737299
103,4574,54.273320,22.737299
104,4965,54.635613,24.600193
104,3930,54.697593,24.585062
104,3807,54.662511,24.535469
104,2410,54.700794,24.660524
104,4305,54.743980,24.718607
104,903,54.795824,24.481043
104,1254,54.722476,24.418251
104,3032,54.611570,24.391772
104,4218,54.536194,24.406768
104,298,54.488587,24.414603
104,851,54.492032,24.373415
104,2267,54.771784,24.365834
104,2875,54.598220,24.324399
104,1818,54.728518,24.319659
104,1306,54.541404,24.299007
104,4274,54.704556,24.232014
104,4078,54.609864,24.224852
104,1911,54.592871,24.181840
105,548,55.121734,23.785588
106,1278,55.737005,24.922177
107,4369,53.568801,23.004773
108,1905,54.513534,23.460425
108,1885,54.497049,23.493652
108,707,54.432650,23.510118
108,3908,54.217462,23.570752
109,1738,55.959586,25.754094
110,2742,55.374105,24.975755
111,3246,55.291915,24.044338
112,3930,54.697593,24.585062
113,2264,55.033409,24.439830
114,1278,55.737005,24.922177
115,1738,55.959586,25.754094
116,3930,54.697593,24.585062
117,4749,52.873128,23.053915
118,1274,53.541215,22.988163
119,3509,55.556096,25.404213
120,4545,55.942852,25.351801
121,4922,56.209972,24.840476
122,3930,54.697593,24.585062
123,4369,53.568801,23.004773
124,3459,53.678538,23.771329
125,4549,55.860962,24.045851
126,2270,54.483038,23.401175
127,4574,54.273320,22.737299
128,243,55.046876,23.790741
129,313,53.672243,23.065914
130,548,55.121734,23.785588
131,1949,54.864836,24.853482
132,1278,55.737005,24.922177
133,2620,55.475408,24.138641
134,1283,56.160927,25.044067
135,548,55.121734,23.785588
136,1738,55.959586,25.754094
137,3650,52.550867,23.125997
137,3893,52.563167,23.125692
137,4304,52.570549,23.099886
137,4085,52.551870,23.070345
137,3464,52.516253,23.176051
137,1914,52.617246,23.128610
137,575,52.600903,23.191222
137,2459,52.491556,23.064202
137,4335,52.459246,23.188238
137,2340,52.657626,23.165530
137,4592,52.570795,23.020099
137,215,52.497290,23.014059
137,2524,52.672430,23.242195
137,392,52.691856,23.222926
137,3191,52.537306,23.296028
137,3342,52.380836,23.202942
137,3248,52.685597,23.252329
137,3739,52.610867,23.294272
137,4468,52.536759,23.309228
137,4885,52.375600,23.227094
137,4070,52.723580,23.236224
137,3638,52.684487,23.282049
137,1583,52.712650,23.259137
137,3813,52.775394,23.167312
137,2130,52.589579,23.333676
137,2537,52.575014,23.344573
137,683,52.745978,23.291683
137,4921,52.799759,23.217757
137,1965,52.782505,23.275105
137,4796,52.631508,23.382448
137,2870,52.660030,23.395996
137,1321,52.693693,23.391162
137,1634,52.750497,23.377577
137,891,52.894512,23.246742
137,393,52.900335,23.267740
137,872,52.894090,23.355715
137,2725,52.887571,23.392024
137,4223,52.829520,23.458366
137,626,52.905859,23.433706
138,4549,55.860962,24.045851
139,3296,53.353820,23.140416
139,4520,53.381663,23.133727
139,4074,53.332367,23.110661
139,4790,53.341726,23.095503
139,1850,53.396757,23.028373
139,413,53.227690,23.111326
139,2352,53.203002,23.123839
139,3527,53.326087,22.996299
139,558,53.191153,23.101654
139,1705,53.303054,22.989951
139,411,53.431567,22.992869
139,569,53.304943,22.934960
139,818,53.165734,22.951605
139,3580,53.415606,22.872732
139,2857,53.103896,22.937133
140,4833,52.583164,23.554881
141,1905,54.513534,23.460425
142,1880,54.119456,23.146196
143,1949,54.864836,24.853482
144,2742,55.374105,24.975755
145,4369,53.568801,23.004773
146,183,53.924396,23.412325
147,2981,55.086748,23.025000
148,1832,55.859934,25.190324
149,4439,54.550124,23.523876
150,4545,55.942852,25.351801
151,1949,54.864836,24.853482
152,1880,54.119456,23.146196
153,1480,54.960509,23.902944
154,3930,54.697593,24.585062
155,4877,54.917364,23.287851
156,4833,52.583164,23.554881
157,3509,55.556096,25.404213
158,4549,55.860962,24.045851
159,3248,52.685597,23.252329
160,4439,54.550124,23.523876
161,4549,55.860962,24.045851
162,3930,54.697593,24.585062
163,1905,54.513534,23.460425
164,1480,54.960509,23.902944
165,4749,52.873128,23.053915
166,3509,55.556096,25.404213
167,2100,54.688106,22.950845
168,722,55.190963,22.959657
169,4877,54.917364,23.287851
170,1274,53.541215,22.988163
171,1274,53.541215,22.988163
172,1738,55.959586,25.754094
173,1278,55.737005,24.922177
174,704,54.094581,22.871222
174,1345,54.094157,22.870858
174,2727,54.064916,22.861947
174,84,54.143749,22.892434
174,3956,53.991162,22.875063
174,785,54.022660,22.763450
174,4504,53.919804,22.836172
174,3995,53.912949,22.960055
174,3649,53.830104,22.837810
174,1580,53.825675,22.808098
175,2264,55.033409,24.439830
176,4128,56.308084,24.999832
176,1846,56.319800,24.985294
176,2220,56.314204,25.028999
176,4948,56.253273,25.046334
176,1111,56.338351,25.070372
176,2449,56.210273,25.032172
176,1825,56.333486,25.165846
176,3070,56.282355,25.170744
176,111,56.339754,25.243068
176,3918,56.304419,25.247592
176,2627,56.370393,25.325084
176,4139,56.381253,25.324703
177,1274,53.541215,22.988163
178,1880,54.119456,23.146196
179,2270,54.483038,23.401175
180,4574,54.273320,22.737299
181,548,55.121734,23.785588
182,1738,55.959586,25.754094
183,4907,54.194127,23.880514
184,2945,52.854937,24.107340
184,3760,52.896971,24.092698
184,2978,52.824863,24.140437
184,1840,52.910845,24.065129
184,1204,52.968212,24.058205
184,2059,52.999247,24.107225
184,1164,53.053718,24.087788
184,4342,53.115613,23.992205
184,1064,53.172370,24.024799
184,196,53.274308,24.067404
184,418,53.299529,24.042101
184,1331,53.291877,23.994726
184,709,53.369945,24.086127
184,2952,53.386389,24.095968
184,4382,53.391702,24.087932
184,3337,53.448683,24.045978
184,1101,53.412347,24.387776
184,2050,53.703681,24.205982
185,3459,53.678538,23.771329
186,4334,53.437949,23.501019
187,4545,55.942852,25.351801
188,2981,55.086748,23.025000
189,4542,55.404353,24.403894
190,1101,53.412347,24.387776
191,3246,55.291915,24.044338
192,3246,55.291915,24.044338
193,243,55.046876,23.790741
194,4439,54.550124,23.523876
195,4439,54.550124,23.523876
196,4542,55.404353,24.403894
197,4549,55.860962,24.045851
198,4922,56.209972,24.840476
199,4907,54.194127,23.880514
