vehicle_id,location_id,longitude,latitude
22,2277,54.232090,22.797432
22,2255,54.262932,22.875675
22,2594,54.256221,22.884950
22,4146,54.202837,22.888277
22,884,54.269284,22.963261
23,2620,55.475408,24.138641
24,4129,55.962288,25.017333
24,2852,55.996793,25.017427
24,2471,56.020658,25.044869
24,348,55.983104,25.074223
24,2617,56.037364,25.023473
24,4191,56.033020,25.041878
24,581,56.054094,25.017338
24,2405,56.064915,24.956163
24,3031,56.059885,25.092042
24,3447,56.065875,25.098273
24,4095,56.056694,25.168752
24,1383,56.047217,25.174332
25,770,54.772291,23.154790
25,2683,54.804707,23.149403
25,2811,54.834554,23.228730
25,242,54.879760,23.177407
25,1395,54.802980,23.257688
25,971,54.883090,23.121252
25,48,54.748927,23.298852
25,837,54.949555,23.215215
25,811,54.908372,23.283827
25,4877,54.917364,23.287851
25,1512,54.865248,23.322944
25,1681,54.752105,23.351117
25,2475,54.985453,23.205405
25,1871,54.991699,23.187889
25,4414,54.897986,23.327396
25,2804,54.996137,23.182951
25,694,54.983032,23.274933
25,3505,54.832143,23.383706
25,981,54.987419,23.306367
25,2836,54.837277,23.398519
25,3515,55.036900,23.247574
25,2488,55.004558,23.349346
25,1767,54.812595,23.477554
25,608,55.078319,23.354483
25,170,55.160948,23.269214
25,3719,54.949645,23.493010
25,4201,55.171002,23.279250
25,2550,55.166456,23.316769
25,1708,54.910906,23.542222
25,2233,54.957365,23.526978
25,3269,55.130899,23.417903
25,2943,55.004592,23.524449
25,2461,55.181790,23.378554
25,3847,55.181693,23.397709
25,435,55.240097,23.320432
25,1568,55.162870,23.458389
25,3965,55.232179,23.407484
25,2192,55.270260,23.353904
25,2660,55.263549,23.415550
25,364,55.301834,23.354386
25,2000,55.308953,23.347069
26,4191,56.033020,25.041878
27,548,55.121734,23.785588
28,929,54.714878,24.091935
28,3255,54.689062,24.091030
28,936,54.711969,24.167743
28,4220,54.630934,24.059899
28,3933,54.714259,24.182356
28,209,54.781428,24.019930
28,1699,54.778110,24.005757
28,2795,54.851908,24.111583
28,1894,54.794279,23.986937
28,4555,54.854964,24.052639
28,175,54.874120,24.054607
28,3885,54.903214,23.990074
28,1788,54.928090,24.045586
28,2279,54.891484,23.914111
28,1480,54.960509,23.902944
28,3894,55.032170,24.018345
28,846,55.046309,23.936099
29,2218,52.377119,23.604497
30,2218,52.377119,23.604497
31,2981,55.086748,23.025000
32,4574,54.273320,22.737299
33,2100,54.688106,22.950845
34,4032,53.564910,22.823020
34,3708,53.546632,22.982013
34,1274,53.541215,22.988163
34,3210,53.485362,22.972913
34,131,53.477348,23.063505
34,4636,53.476346,23.088151
35,2981,55.086748,23.025000
36,1152,56.067239,25.262736
36,789,56.058733,25.282179
36,458,56.087224,25.243988
36,4882,56.040693,25.285591
36,2707,56.127333,25.256319
36,1327,56.057137,25.386587
36,4545,55.942852,25.351801
36,3045,55.898368,25.343434
36,3384,56.216269,25.397405
36,1070,56.099882,25.459746
36,2876,56.180887,25.450144
36,2787,55.839121,25.331227
36,2823,56.055584,25.494631
36,1178,56.266657,25.411395
36,4389,56.314199,25.358951
36,3667,56.018220,25.502343
36,98,55.946040,25.498568
36,2591,55.835593,25.427303
36,4314,55.785672,25.354705
36,3851,56.308174,25.427768
36,3267,56.142834,25.528135
36,3383,56.271033,25.472154
36,452,55.961072,25.530960
36,4771,56.311939,25.444243
36,4635,55.758759,25.331912
36,1473,55.888655,25.512164
36,4739,55.763136,25.378741
36,2382,55.769395,25.405254
36,3330,56.235092,25.527479
36,3099,55.934311,25.549858
36,4671,55.798800,25.483066
37,2177,52.748776,23.824397
37,1752,52.795945,23.825756
37,2473,52.792106,23.869276
37,2754,52.697200,23.864186
37,4082,52.816755,23.827460
37,2738,52.837082,23.812463
37,3630,52.711411,23.905238
37,1539,52.804335,23.750325
37,757,52.763589,23.918552
37,372,52.752979,23.922796
37,2287,52.643445,23.796060
37,2563,52.837737,23.744873
37,1120,52.718257,23.713792
37,2880,52.854289,23.896665
37,218,52.648719,23.907854
37,3473,52.666314,23.932247
37,958,52.653318,23.725348
37,345,52.878312,23.889422
37,4535,52.899272,23.833684
37,1588,52.801737,23.955948
37,240,52.899488,23.799012
37,4112,52.608640,23.764274
37,2190,52.696882,23.959136
37,226,52.918722,23.786798
37,1492,52.638580,23.964353
37,1248,52.588810,23.712925
37,3601,52.595088,23.943344
37,2893,52.685321,24.000776
37,1893,52.674402,23.647287
37,3761,52.821674,24.004673
37,4141,52.851727,23.993508
37,1240,52.625297,23.665627
37,2042,52.946820,23.918843
37,206,52.605011,23.994078
37,975,52.953683,23.930218
37,3569,52.552091,23.689661
37,2864,52.765793,23.597372
37,781,52.914026,23.641330
37,4784,52.931917,23.993808
37,1266,52.738888,24.064432
37,2373,52.914008,24.016241
37,1522,52.887281,23.594798
37,612,52.684581,24.080908
37,4084,52.542768,23.626685
37,2822,52.724331,23.547393
37,4519,52.572332,23.581095
37,4985,52.829646,23.536281
37,3092,52.641751,23.541975
37,376,52.617806,23.548475
37,4833,52.583164,23.554881
37,1572,52.883610,23.535125
37,1185,52.885107,23.510901
37,4539,52.928495,23.506917
37,281,52.651180,23.473100
37,427,52.706902,23.456576
37,3096,52.610834,23.474356
37,3850,52.719892,23.445717
37,4297,52.595227,23.466637
37,3076,52.478537,23.450305
37,1161,52.526756,23.382274
37,2938,52.464157,23.391281
37,635,52.462317,23.391432
38,4574,54.273320,22.737299
39,3246,55.291915,24.044338
40,3459,53.678538,23.771329
41,4334,53.437949,23.501019
42,1949,54.864836,24.853482
43,2981,55.086748,23.025000
44,2100,54.688106,22.950845
45,2144,54.746739,23.802773
45,238,54.735137,23.789157
45,3262,54.760804,23.784262
45,3474,54.726386,23.828265
45,2514,54.710608,23.797458
45,2610,54.740081,23.843614
45,3029,54.784493,23.768362
45,347,54.833767,23.767512
45,4604,54.643442,23.809215
45,1440,54.844044,23.860778
45,1860,54.824854,23.883999
45,4162,54.849065,23.740702
45,1124,54.868975,23.886578
45,2328,54.901685,23.848192
45,3890,54.921306,23.833468
45,2133,54.641129,23.933676
45,1765,54.585338,23.892919
45,3308,54.949815,23.749791
46,1410,55.888977,25.216813
46,1832,55.859934,25.190324
46,3316,55.923905,25.180194
46,358,55.924278,25.260351
46,2014,55.886108,25.153276
46,2993,55.977743,25.190464
46,1002,55.982297,25.191916
46,2639,55.981050,25.150074
46,3283,55.758267,25.221190
46,4391,55.815023,25.093908
46,83,55.741295,25.332692
46,3222,55.686287,25.147638
46,1508,55.665644,25.159943
46,3899,55.663974,25.139530
47,3268,55.693746,25.431122
47,2276,55.748371,25.457732
47,2954,55.672063,25.352783
47,434,55.707765,25.522735
47,4712,55.590729,25.435616
47,1376,55.651373,25.342514
47,2533,55.748615,25.514510
47,140,55.716790,25.531608
47,4653,55.591654,25.485035
47,4188,55.570056,25.399436
47,3509,55.556096,25.404213
47,4876,55.694898,25.564255
47,2414,55.657954,25.564808
47,956,55.541156,25.463371
47,1910,55.743088,25.573262
47,291,55.694855,25.585121
47,773,55.519184,25.403819
47,2314,55.548796,25.321187
47,2103,55.532444,25.523614
47,346,55.523365,25.347929
47,2229,55.637064,25.262180
47,1996,55.529752,25.335029
47,3917,55.545571,25.563525
47,1743,55.619579,25.238522
47,4820,55.583856,25.242493
47,1917,55.600858,25.212082
47,2348,55.554457,25.203350
47,3386,55.588098,25.163595
47,2941,55.377988,25.352131
47,876,55.367587,25.333377
47,4427,55.425108,25.221009
48,2742,55.374105,24.975755
49,4545,55.942852,25.351801
50,3792,53.865000,23.080597
50,2168,53.850602,23.058428
50,3458,53.843246,23.128864
50,2636,53.737473,23.070460
50,101,53.746615,23.014171
50,1013,53.735127,23.001645
50,684,53.740168,22.965974
50,313,53.672243,23.065914
50,2146,53.669470,23.104277
50,1357,53.683239,22.982382
50,1,53.661888,23.210435
50,696,53.581710,23.203594
51,4191,56.033020,25.041878
52,898,55.089240,24.413781
52,8,55.134965,24.412326
52,2264,55.033409,24.439830
52,3900,55.161257,24.403560
52,2778,55.119485,24.479614
52,123,55.023363,24.371830
52,1234,54.935295,24.398017
52,1354,54.934640,24.404409
52,1075,55.106723,24.565125
52,4983,55.124620,24.259763
52,854,55.061993,24.572175
52,4411,54.983899,24.545068
52,2685,55.074058,24.576357
52,1613,54.913108,24.383032
52,2376,55.149914,24.254183
52,2492,54.980035,24.558591
52,3177,55.155514,24.243980
52,1591,55.106293,24.224213
52,2085,54.871397,24.439042
52,2121,55.013093,24.601984
52,3056,54.937735,24.563213
52,2751,54.866732,24.363554
52,1636,55.118791,24.625076
52,1087,55.167515,24.630219
52,3814,54.831448,24.399695
52,559,54.936476,24.604824
52,1457,54.913889,24.588791
52,566,54.954242,24.619965
52,788,54.822548,24.427859
52,764,54.804685,24.345172
52,1519,54.810921,24.283746
52,4156,55.187760,24.686220
52,657,54.822924,24.208491
53,4574,54.273320,22.737299
54,3246,55.291915,24.044338
55,3246,55.291915,24.044338
56,722,55.190963,22.959657
57,4545,55.942852,25.351801
58,3509,55.556096,25.404213
59,2981,55.086748,23.025000
60,2270,54.483038,23.401175
61,313,53.672243,23.065914
62,4417,54.108670,23.487520
62,4116,54.104002,23.484472
62,1704,54.159122,23.496762
62,3376,54.141568,23.530436
62,2841,54.157546,23.448001
62,4565,54.175121,23.470181
62,1017,54.101932,23.416392
62,3957,54.148619,23.393500
62,195,53.954210,23.505834
62,4147,53.981576,23.372296
62,183,53.924396,23.412325
62,171,53.961310,23.616696
62,4038,53.978012,23.632101
62,3055,53.887049,23.540898
62,4067,53.890356,23.579991
62,631,53.864110,23.469465
62,504,53.923640,23.325761
62,4041,53.870095,23.581095
62,4252,53.835035,23.488395
62,4422,53.829394,23.445271
62,814,53.932394,23.283293
62,1257,53.824857,23.394980
62,4108,53.896609,23.273887
62,4261,53.938244,23.237746
62,3049,53.771096,23.487321
62,1081,53.771120,23.554321
62,2805,53.786796,23.367878
62,4873,53.762044,23.465524
62,2748,53.755148,23.498947
62,3125,53.763219,23.371317
62,4567,53.726686,23.520663
62,1190,53.745603,23.364013
62,1423,53.742408,23.365563
63,4160,55.953925,25.653413
63,21,55.916048,25.671066
63,636,55.901690,25.648700
63,3475,55.909004,25.616947
63,2914,56.012843,25.627272
63,3153,56.037208,25.637752
63,795,55.887880,25.576850
63,1738,55.959586,25.754094
63,4186,56.066213,25.619349
63,1744,56.078680,25.682308
63,1741,55.799490,25.605292
63,4251,56.123271,25.644429
63,3036,56.050887,25.793904
63,3910,55.990936,25.826518
63,7,56.063287,25.802204
63,1069,55.749175,25.661189
63,158,55.742778,25.639564
63,1547,56.242792,25.610514
63,4075,56.056691,25.926148
63,1931,56.107587,25.918430
63,258,56.134336,25.929530
63,4463,56.084411,25.963575
63,3409,56.132231,25.991499
64,640,54.175488,23.250627
64,3491,54.234129,23.219929
64,66,54.105809,23.245980
64,3455,54.104949,23.270078
64,117,54.212167,23.154503
64,1020,54.108086,23.164661
64,2451,54.274883,23.194940
64,498,54.071475,23.308164
64,1880,54.119456,23.146196
64,3755,54.090487,23.130505
64,1080,54.000924,23.222001
64,4303,54.044885,23.106568
64,2323,54.308288,23.099768
64,3452,53.990517,23.156400
64,3373,54.249862,23.039294
64,4258,54.398091,23.153717
64,1772,54.084181,23.039492
64,4155,54.094105,23.031388
64,2965,54.401151,23.145188
64,880,54.257014,23.018911
64,4624,53.966181,23.096266
64,326,54.373730,23.068451
64,1913,53.921924,23.125206
65,1283,56.160927,25.044067
66,3264,55.858151,25.001534
66,4336,55.828849,24.974617
66,4027,55.769362,24.977024
66,2740,55.738755,24.928341
66,1278,55.737005,24.922177
66,1159,55.693208,25.015723
66,2128,55.766270,24.864149
66,913,55.689546,24.902501
66,2101,55.620939,25.088724
66,4663,55.612596,25.074160
66,315,55.785749,24.735405
66,4715,55.661688,24.785629
66,3165,55.648556,24.795598
66,3778,55.635797,24.799374
66,1520,55.557329,24.850575
66,2425,55.558987,24.820047
66,522,55.812110,24.664359
66,4090,55.809404,24.645979
66,4959,55.580440,24.690043
66,2743,55.560109,24.685571
66,4406,55.611521,24.646851
67,4803,53.271159,23.723961
67,2290,53.267192,23.729679
67,3823,53.292631,23.781639
67,174,53.337552,23.728530
67,3161,53.327760,23.680205
67,1028,53.329428,23.667851
67,1275,53.284587,23.635777
67,3975,53.354998,23.806941
67,1712,53.145430,23.758511
67,2969,53.382817,23.652324
67,3881,53.229624,23.852547
67,2149,53.320007,23.595064
67,3926,53.301323,23.572662
67,4650,53.100502,23.757648
67,2226,53.389476,23.597377
67,3524,53.302668,23.534671
67,3545,53.134427,23.874674
67,1094,53.244624,23.522474
67,2985,53.323817,23.525926
67,1771,53.047665,23.708130
67,1235,53.009669,23.730287
67,1679,53.062433,23.562406
67,2406,53.044127,23.568933
67,78,53.178740,23.974995
67,4666,53.004327,23.620297
67,4287,53.134984,23.961226
67,715,53.025624,23.890011
67,3605,52.993353,23.603034
67,1557,53.184255,23.453261
67,2920,53.163819,23.431201
67,4642,53.066197,23.474818
67,2494,52.979842,23.551059
67,58,53.096820,23.434494
67,1150,52.963592,23.949662
67,2097,53.002598,23.448823
67,3735,53.089685,23.394402
68,1283,56.160927,25.044067
69,4545,55.942852,25.351801
70,3509,55.556096,25.404213
71,2742,55.374105,24.975755
72,1949,54.864836,24.853482
73,1921,51.615080,24.093333
73,3336,51.604304,24.141566
73,1308,51.674830,24.054871
73,4824,51.590328,24.196376
73,139,51.722480,24.205138
73,1340,51.601471,24.249092
73,1989,51.627086,24.277399
73,1947,51.766888,23.960641
73,1420,51.592710,24.348516
73,3021,51.843526,23.906239
73,3239,51.835756,23.879555
73,743,51.815084,23.838886
73,4988,51.891581,23.904981
73,1377,51.911543,23.920039
73,40,51.956227,23.958057
73,3811,52.006534,23.943898
73,3606,51.939730,23.805657
73,1918,51.960042,23.776308
73,1023,52.105223,23.921087
73,3532,52.096717,23.832629
73,3772,52.170575,23.969116
73,3225,51.999789,23.674205
73,3354,52.169337,23.861608
73,2958,51.988090,23.647251
73,3662,52.066628,23.709311
73,753,51.992530,23.641856
73,3523,52.212989,23.914294
73,2935,52.090869,23.713340
73,3954,52.059030,23.675735
73,2001,52.127218,23.705173
73,3859,52.163250,23.741108
73,2667,52.104554,23.673040
73,232,52.124688,23.658484
73,2529,52.104114,23.598671
73,3610,52.099121,23.481073
74,1738,55.959586,25.754094
75,313,53.672243,23.065914
76,2270,54.483038,23.401175
77,4929,53.528811,23.287520
77,2964,53.546935,23.260706
77,283,53.518212,23.345418
77,1436,53.489323,23.234033
77,2122,53.480939,23.349672
77,3305,53.485086,23.369892
77,2324,53.439046,23.235686
77,2772,53.484564,23.190115
77,1004,53.402815,23.362676
77,4717,53.396074,23.181700
77,4031,53.353348,23.318787
77,1348,53.372751,23.415865
77,2686,53.286289,23.181610
77,1385,53.282466,23.167326
77,4023,53.230381,23.312897
77,2692,53.186203,23.233432
77,3966,53.176690,23.344613
77,4660,53.160883,23.265993
77,1196,53.100089,23.277410
77,4405,53.092583,23.274598
77,2860,53.088980,23.317235
78,2100,54.688106,22.950845
79,4545,55.942852,25.351801
80,243,55.046876,23.790741
81,2100,54.688106,22.950845
82,4574,54.273320,22.737299
83,1274,53.541215,22.988163
84,3509,55.556096,25.404213
85,3246,55.291915,24.044338
86,4864,54.119082,23.735184
86,2197,54.128256,23.727613
86,4987,54.140425,23.699240
86,4556,54.093338,23.792993
86,4867,54.061053,23.845021
86,2848,54.055742,23.843403
86,2018,54.265061,23.725011
86,1870,54.254221,23.795828
86,943,53.970664,23.709368
86,1657,54.150457,23.876837
86,2698,54.286879,23.747295
86,4907,54.194127,23.880514
86,1730,54.080736,23.897510
86,3105,54.225539,23.870703
86,4098,54.269900,23.836191
86,4579,54.312072,23.770878
86,4131,54.052479,23.934433
86,551,54.284434,23.880082
86,4477,53.942223,23.869073
86,1195,54.033587,23.935935
86,1747,54.359628,23.776085
86,3627,54.309948,23.877317
86,4294,54.142562,23.961381
86,2899,54.288236,23.906022
86,4706,54.387734,23.719569
86,3104,54.050125,24.015694
86,3279,54.434901,23.807361
86,1374,54.303484,23.991060
86,2789,54.320237,23.985748
86,4846,54.237231,24.031026
86,2871,54.375531,23.946174
86,2388,54.239336,24.031650
86,752,54.242264,24.057785
86,426,53.936295,24.033883
86,875,54.468770,23.891717
86,2092,54.501215,23.811510
86,314,54.228291,24.079183
86,2885,54.315704,24.057126
86,285,54.449358,23.958835
86,950,54.354589,24.048102
86,1977,54.330768,24.072935
86,63,54.121530,24.144287
86,2462,54.475759,23.985521
86,2614,54.391055,24.080957
86,645,54.556772,23.967910
86,334,54.429589,24.110404
86,949,54.413047,24.153648
86,2002,53.874474,24.190066
86,4775,54.561448,24.045104
86,1585,54.177572,24.284191
86,2200,54.108707,24.299542
86,3226,54.125614,24.310342
87,2620,55.475408,24.138641
88,1283,56.160927,25.044067
89,313,53.672243,23.065914
90,2218,52.377119,23.604497
91,4877,54.917364,23.287851
92,2981,55.086748,23.025000
93,4574,54.273320,22.737299
